YIL,AY,AYIN KACINCI GUNU,HANGI GUN,SAAT (dakika),KADININ YASI,KADININ MESLEGI,ERKEGIN YASI,ERKEGIN MESLEGI,KADININ UYRUGU,IL,FAIL,SUCUN SEKLI,SUC YERI,SEBEP,BIRDEN FAZLA KISI MI OLDURULDU?,FAILIN SONU
2021,Ocak,6,Carsamba,,65.0,,64.0,,Turkiye,Istanbul,sevgili,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Ocak,7,Persembe,,47.0,,80.0,,Turkiye,Kahramanmaras,,atesli silah,ev,,hayir,intihar
2021,Ocak,7,Persembe,270.0,,,,,Turkiye,Istanbul,es,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2021,Ocak,10,Pazar,,22.0,,25.0,,Turkiye,Denizli,eski sevgili,bogma,ev,bosanma/ayrilma,hayir,intihar
2021,Ocak,12,Sali,180.0,43.0,,38.0,,Turkiye,Istanbul,sevgili,bogma,otel,kiskanclik,hayir,tutuklu
2021,Ocak,16,Cumartesi,780.0,39.0,,46.0,,Turkiye,Malatya,dini nikahli es,kesici alet,ev,gecimsizlik,hayir,intihar
2021,Ocak,18,Pazartesi,,48.0,,48.0,,Turkiye,Istanbul,es,atesli silah,ev,,hayir,tutuklu
2021,Ocak,19,Sali,,39.0,,42.0,,Turkiye,Istanbul,es,bogma,ev,borc/alacak,hayir,tutuklu
2021,Ocak,20,Carsamba,180.0,86.0,,20.0,,Turkiye,Antalya,yabanci,kesici alet,ev,gasp,hayir,tutuklu
2021,Ocak,21,Persembe,,73.0,,19.0,,Turkiye,Denizli,akraba,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Ocak,22,Cuma,1110.0,39.0,,42.0,,Turkiye,Konya,komsu,atesli silah,sokak,kiskanclik,hayir,tutuklu
2021,Ocak,26,Sali,390.0,70.0,,,,Turkiye,Istanbul,ogul,bogma,ev,gecimsizlik,hayir,tutuklu
2021,Ocak,26,Sali,120.0,,,,,Turkiye,Igdir,es,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2021,Ocak,27,Carsamba,,,,,,Turkiye,Mardin,akraba,atesli silah,ev,mal/miras,hayir,tutuklu
2021,Ocak,28,Persembe,,36.0,,38.0,,Turkiye,Samsun,sevgili,atesli silah,kirsal alan,kiskanclik,hayir,tutuklu
2021,Ocak,28,Persembe,,,,,,Turkiye,Diyarbakir,es,atesli silah,ev,gecimsizlik,hayir,kacak
2021,Ocak,28,Persembe,,26.0,,,,Turkiye,Gaziantep,baba,atesli silah,ev,,hayir,tutuklu
2020,Aralik,4,Cuma,,18.0,,21.0,isci,Turkiye,Konya,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Aralik,5,Cumartesi,,40.0,,41.0,,Turkiye,Ankara,eski nisanli,atesli silah,arac,kiskanclik,hayir,tutuklu
2020,Aralik,5,Cumartesi,840.0,45.0,,45.0,isci,Turkmenistan,Istanbul,sevgili,bogma,isyeri,,hayir,tutuklu
2020,Aralik,6,Pazar,,50.0,,43.0,,Turkiye,Erzurum,eski es,atesli silah,ev,gecimsizlik,evet,tutuklu
2020,Aralik,6,Pazar,,25.0,,30.0,,Turkiye,Mugla,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Aralik,7,Pazartesi,1380.0,57.0,,58.0,,Turkiye,Izmir,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Aralik,8,Sali,,38.0,,61.0,,Turkiye,Mersin,sevgili,kesici alet,ev,kiskanclik,hayir,tutuklu
2020,Aralik,9,Carsamba,,35.0,isci,31.0,,Turkiye,Izmir,eski es,atesli silah,isyeri,kiskanclik,hayir,tutuklu
2020,Aralik,11,Cuma,,42.0,,45.0,,Turkiye,Manisa,sevgili,atesli silah,isyeri,gecimsizlik,hayir,tutuklu
2020,Aralik,11,Cuma,,,,49.0,,Turkiye,Ankara,sevgili,atesli silah,sokak,kiskanclik,hayir,intihar
2020,Aralik,15,Sali,,25.0,isci,40.0,,Turkiye,Istanbul,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Aralik,15,Sali,,40.0,,40.0,,Ukrayna,Antalya,sevgili,bogma,ev,kiskanclik,hayir,tutuklu
2020,Aralik,16,Carsamba,,35.0,,35.0,,Turkiye,Konya,es,atesli silah,ev,kiskanclik,hayir,tutuklu
2020,Aralik,21,Pazartesi,,23.0,,26.0,esnaf,Turkiye,Konya,eski es,atesli silah,sokak,gecimsizlik,hayir,intihar
2020,Aralik,27,Pazar,,,,,,Turkiye,Istanbul,tanidik,atesli silah,,,hayir,tutuklu
2020,Aralik,29,Sali,,48.0,akademisyen,32.0,,Turkiye,Istanbul,yabanci,kesici alet,ev,,hayir,tutuklu
2020,Aralik,29,Sali,,38.0,,40.0,,Turkiye,Malatya,es,atesli silah,ev,kiskanclik,hayir,tutuklu
2020,Aralik,31,Persembe,,25.0,,24.0,,Turkiye,Bursa,dini nikahli es,atesli silah,sokak,kiskanclik,hayir,tutuklu
2020,Kasim,1,Pazartesi,,31.0,,,,Turkiye,Istanbul,sevgili,bogma,ev,gecimsizlik,hayir,tutuklu
2020,Kasim,2,Pazartesi,480.0,17.0,,,,Turkiye,Ankara,tanidik,yuksekten atma,otel,,hayir,tutuklu
2020,Kasim,3,Sali,,,,,,Turkiye,Mersin,eski es,atesli silah,ev,gecimsizlik,evet,tutuklu
2020,Kasim,6,Cuma,1410.0,50.0,,55.0,,Turkiye,Ankara,es,atesli silah,ev,gecimsizlik,evet,tutuklu
2020,Kasim,6,Cuma,1410.0,26.0,,55.0,,Turkiye,Ankara,baba,atesli silah,ev,gecimsizlik,evet,tutuklu
2020,Kasim,10,Sali,,22.0,ogrenci,22.0,,Turkiye,Denizli,sevgili,bogma,otel,gecimsizlik,hayir,intihar
2020,Kasim,11,Carsamba,,23.0,,33.0,,Turkiye,Izmir,eski es,atesli silah,sokak,gecimsizlik,hayir,intihar
2020,Kasim,11,Carsamba,600.0,64.0,,66.0,,Turkiye,Afyon,agabey,atesli silah,sokak,,evet,tutuklu
2020,Kasim,12,Persembe,,73.0,,70.0,,Turkiye,Malatya,eski es,atesli silah,sokak,gecimsizlik,hayir,tutuklu
2020,Kasim,12,Persembe,0.0,,,33.0,asker,Turkiye,Mugla,nisanli,atesli silah,otel,kiskanclik,hayir,tutuklu
2020,Kasim,13,Cuma,780.0,50.0,,55.0,asker,Turkiye,Izmir,es,kesici alet,ev,psikolojik sorunlar,evet,tutuklu
2020,Kasim,13,Cuma,,44.0,,54.0,,Turkiye,Kocaeli,eski es,atesli silah,sokak,gecimsizlik,hayir,intihar
2020,Kasim,13,Cuma,,72.0,,71.0,,Turkiye,Izmir,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Kasim,14,Cumartesi,,23.0,,23.0,,Turkiye,Ordu,akraba,kesici alet,sokak,borc/alacak,hayir,tutuklu
2020,Kasim,15,Pazar,,38.0,,43.0,,Turkiye,Istanbul,eski es,atesli silah,sokak,gecimsizlik,evet,tutuklu
2020,Kasim,16,Pazartesi,,24.0,,18.0,,Turkiye,Konya,sevgili,atesli silah,sokak,,hayir,tutuklu
2020,Kasim,16,Pazartesi,,23.0,,30.0,,Turkiye,Bilecik,eski es,atesli silah,adliye,psikolojik sorunlar,evet,tutuklu
2020,Kasim,17,Sali,,36.0,,29.0,,Turkiye,Izmir,sevgili,kesici alet,ev,kiskanclik,hayir,tutuklu
2020,Kasim,17,Sali,,28.0,,32.0,,Turkiye,Kahramanmaras,es,atesli silah,ev,,evet,tutuklu
2020,Kasim,19,Persembe,,28.0,,37.0,,Turkiye,Corum,eski es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2020,Kasim,20,Cuma,,33.0,,36.0,,Turkiye,Corum,eski es,atesli silah,ev,,hayir,intihar
2020,Kasim,21,Cumartesi,,32.0,,19.0,,Turkiye,Eskisehir,agabey,kesici alet,sokak,psikolojik sorunlar,hayir,tutuklu
2020,Kasim,22,Pazar,,47.0,,,,Turkiye,Gaziantep,es,darp,sokak,,hayir,tutuklu
2020,Kasim,25,Carsamba,,,,30.0,,Turkiye,Bursa,eski sevgili,atesli silah,ev,kiskanclik,hayir,tutuklu
2020,Kasim,26,Persembe,,22.0,,31.0,,Turkiye,Mersin,akraba,atesli silah,isyeri,kiskanclik,hayir,intihar
2020,Kasim,26,Persembe,,,,,,Turkiye,Kahramanmaras,ogul,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Kasim,30,Pazartesi,1200.0,,isci,,,Turkiye,Edirne,eski es,atesli silah,isyeri,gecimsizlik,hayir,tutuklu
2020,Ekim,1,Cumartesi,660.0,35.0,isci,46.0,ogretmen,Turkiye,Adana,tanidik,atesli silah,isyeri,kiskanclik,hayir,intihar
2020,Ekim,2,Pazar,720.0,,,,isci,Turkiye,Osmaniye,es,atesli silah,ev,kiskanclik,hayir,tutuklu
2020,Ekim,4,Sali,420.0,39.0,mudur,63.0,,Turkiye,Adana,dini nikahli es,atesli silah,ev,kiskanclik,hayir,tutuklu
2020,Ekim,7,Cuma,1300.0,28.0,,,,Turkiye,Istanbul,dini nikahli es,bogma,ev,kiskanclik,hayir,tutuklu
2020,Ekim,8,Cumartesi,,31.0,,36.0,,Turkiye,Izmir,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2020,Ekim,11,Sali,,50.0,emekli,56.0,,Turkiye,Aydin,eski sevgili,bogma,arac,bosanma/ayrilma,hayir,tutuklu
2020,Ekim,12,Carsamba,,,,,,Yabanci,Istanbul,es,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2020,Ekim,12,Carsamba,1170.0,64.0,,43.0,,Turkiye,Antalya,damat,atesli silah,ev,kiskanclik,evet,tutuklu
2020,Ekim,13,Persembe,,23.0,,25.0,,Turkiye,Isparta,sevgili,kesici alet,ev,psikolojik sorunlar,evet,tutuklu
2020,Ekim,14,Cuma,1170.0,25.0,,30.0,,Turkiye,Duzce,sevgili,atesli silah,ev,psikolojik sorunlar,hayir,intihar
2020,Ekim,14,Cuma,,,,,,Turkiye,Istanbul,es,atesli silah,ev,psikolojik sorunlar,hayir,intihar
2020,Ekim,16,Pazar,,,,78.0,,Turkiye,Kayseri,es,atesli silah,,psikolojik sorunlar,hayir,intihar
2020,Ekim,16,Pazar,,76.0,,42.0,isci,Turkiye,Erzurum,tanidik,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2020,Ekim,18,Sali,15.0,19.0,,18.0,,Turkiye,Istanbul,tanidik,atesli silah,sokak,psikolojik sorunlar,hayir,intihar
2020,Ekim,21,Cuma,,24.0,,21.0,,Turkiye,Diyarbakir,kardes,atesli silah,sokak,gecimsizlik,hayir,tutuklu
2020,Ekim,24,Pazartesi,,,,,,Turkiye,Istanbul,es,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2020,Ekim,26,Carsamba,,44.0,kuafor,44.0,asker,Turkiye,Izmir,es,atesli silah,isyeri,bosanma/ayrilma,hayir,intihar
2020,Ekim,26,Carsamba,,26.0,,44.0,asker,Turkiye,Izmir,tanidik,atesli silah,isyeri,bosanma/ayrilma,hayir,intihar
2020,Ekim,27,Persembe,,27.0,,28.0,,Turkiye,Konya,nisanli,atesli silah,sokak,bosanma/ayrilma,hayir,intihar
2020,Ekim,27,Persembe,,48.0,,28.0,,Turkiye,Konya,tanidik,atesli silah,sokak,bosanma/ayrilma,hayir,intihar
2020,Ekim,28,Cuma,660.0,40.0,,,,Turkiye,Cankiri,es,atesli silah,ev,kiskanclik,hayir,tutuklu
2020,Ekim,31,Pazartesi,,52.0,,61.0,,Turkiye,Kahramanmaras,es,atesli silah,ev,psikolojik sorunlar,hayir,intihar
2020,Eylul,3,Persembe,1110.0,39.0,kuafor,44.0,asker,Turkiye,Izmir,es,atesli silah,isyeri,bosanma/ayrilma,evet,intihar
2020,Eylul,3,Persembe,,17.0,,24.0,,Turkiye,Mersin,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2020,Eylul,4,Cuma,,19.0,,30.0,,Turkiye,Antalya,tanidik,atesli silah,arac,bosanma/ayrilma,evet,tutuklu
2020,Eylul,5,Cumartesi,720.0,18.0,isci,,,Turkiye,Istanbul,dini nikahli es,kesici alet,ev,kiskanclik,hayir,tutuklu
2020,Eylul,5,Cumartesi,180.0,39.0,imam,40.0,din gorevlisi,Turkiye,Kocaeli,es,bogma,ev,gecimsizlik,hayir,tutuklu
2020,Eylul,9,Carsamba,630.0,50.0,emekli,51.0,ogretmen,Turkiye,Izmir,es,kesici alet,ev,gecimsizlik,hayir,intihar
2020,Eylul,14,Pazartesi,,30.0,,34.0,,Turkiye,Malatya,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Eylul,16,Carsamba,,42.0,isci,27.0,polis,Turkiye,Istanbul,sevgili,atesli silah,ev,,hayir,tutuklu
2020,Eylul,17,Persembe,,66.0,,87.0,,Turkiye,Konya,es,atesli silah,sokak,gecimsizlik,hayir,intihar
2020,Eylul,17,Persembe,,40.0,,56.0,,Turkiye,Sivas,nisanli,atesli silah,sokak,gecimsizlik,hayir,intihar
2020,Eylul,17,Persembe,,68.0,,56.0,,Turkiye,Sivas,tanidik,atesli silah,sokak,gecimsizlik,hayir,intihar
2020,Eylul,21,Pazartesi,,23.0,,30.0,isci,Turkiye,Bilecik,sevgili,atesli silah,arac,bosanma/ayrilma,hayir,intihar
2020,Eylul,25,Cuma,,30.0,,28.0,,Turkiye,Istanbul,es,atesli silah,kirsal alan,kiskanclik,evet,tutuklu
2020,Eylul,25,Cuma,,38.0,,23.0,,Afganistan,Usak,tanidik,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Eylul,29,Sali,,26.0,,24.0,,Turkiye,Adana,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2020,Eylul,29,Sali,,35.0,,38.0,isci,Turkiye,Mugla,es,atesli silah,sokak,bosanma/ayrilma,hayir,intihar
2020,Eylul,29,Sali,1380.0,35.0,,51.0,,Turkmenistan,Istanbul,sevgili,atesli silah,ev,,hayir,intihar
2020,Eylul,30,Carsamba,,,,,,Turkiye,Zonguldak,tanidik,atesli silah,ev,gecimsizlik,evet,intihar
2020,Eylul,12,Cumartesi,,,,,,Turkiye,Elazig,tanidik,atesli silah,ev,gecimsizlik,evet,kacak
2020,Agustos,2,Pazar,,28.0,,38.0,,Turkiye,Kahramanmaras,es,atesli silah,ev,borc/alacak,hayir,tutuklu
2020,Agustos,2,Pazar,,57.0,,74.0,,Turkiye,Osmaniye,es,atesli silah,ev,,hayir,tutuklu
2020,Agustos,2,Pazar,930.0,30.0,,31.0,,Turkiye,Antalya,sevgili,darp,ev,,evet,tutuklu
2020,Agustos,4,Sali,,27.0,,30.0,,Turkiye,Balikesir,eski es,atesli silah,sokak,bosanma/ayrilma,hayir,tutuklu
2020,Agustos,4,Sali,,49.0,,52.0,,Turkiye,Kastamonu,es,atesli silah,sokak,,hayir,tutuklu
2020,Agustos,5,Carsamba,,,isci,,,Turkiye,Ankara,es,atesli silah,isyeri,,hayir,tutuklu
2020,Agustos,6,Persembe,780.0,41.0,,52.0,,Tacikistan,Istanbul,sevgili,atesli silah,ev,kiskanclik,hayir,tutuklu
2020,Agustos,7,Cuma,,30.0,,57.0,,Turkiye,Kahramanmaras,akraba,atesli silah,ev,mal/miras,hayir,tutuklu
2020,Agustos,8,Cumartesi,960.0,7.0,,,,Suriye,Hatay,baba,bogma,kirsal alan,kiskanclik,hayir,intihar
2020,Agustos,9,Pazar,,68.0,,,,Suriye,Kilis,damat,bogma,ev,gasp,hayir,tutuklu
2020,Agustos,10,Pazartesi,,31.0,,22.0,,Turkiye,Ordu,sevgili,yakma,ev,,hayir,intihar ve tutuklu
2020,Agustos,11,Sali,1350.0,,,45.0,burokrat,Turkiye,Adana,ogul,atesli silah,ev,mal/miras,hayir,tutuklu
2020,Agustos,13,Persembe,870.0,26.0,ogrenci,,,Turkiye,Izmir,eski es,bogma,ev,gecimsizlik,hayir,tutuklu
2020,Agustos,14,Cuma,,17.0,,,,Turkiye,Gaziantep,eski sevgili,yuksekten atma,ev,kiskanclik,hayir,tutuklu
2020,Agustos,15,Cumartesi,720.0,82.0,,26.0,,Turkiye,Sakarya,torun,atesli silah,ev,,,tutuklu
2020,Agustos,17,Pazartesi,960.0,35.0,,34.0,ciftci,Turkiye,Manisa,eski es,atesli silah,ev,,,kacak
2020,Agustos,18,Sali,1080.0,37.0,,39.0,,Turkiye,Antalya,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Agustos,20,Persembe,60.0,21.0,,38.0,,Turkiye,Izmir,sevgili,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Agustos,20,Persembe,,58.0,,60.0,,Turkiye,Izmir,es,darp,ev,gecimsizlik,hayir,tutuklu
2020,Agustos,20,Persembe,,,,,,Turkiye,Zonguldak,tanidik,atesli silah,arac,,evet,tutuklu
2020,Agustos,21,Cuma,1140.0,32.0,,33.0,oto tamircisi,Turkiye,Nevsehir,es,atesli silah,kirsal alan,borc/alacak,hayir,tutuklu
2020,Agustos,23,Pazar,420.0,47.0,,29.0,esnaf,Turkmenistan,Istanbul,tanidik,kesici alet,isyeri,gecimsizlik,hayir,tutuklu
2020,Agustos,24,Pazartesi,1200.0,55.0,,,,Turkiye,Duzce,komsu,atesli silah,sokak,kazara,evet,tutuklu
2020,Agustos,25,Sali,1080.0,22.0,,25.0,,Turkiye,Batman,eski es,atesli silah,sokak,bosanma/ayrilma,hayir,tutuklu
2020,Agustos,26,Carsamba,1020.0,22.0,,26.0,esnaf,Turkiye,Gaziantep,es,kesici alet,sokak,gecimsizlik,hayir,tutuklu
2020,Agustos,28,Cuma,,47.0,,63.0,,Turkiye,Eskisehir,es,kesici alet,sokak,kiskanclik,hayir,tutuklu
2020,Agustos,28,Cuma,1200.0,29.0,,,,Turkiye,Diyarbakir,es,atesli silah,sokak,,hayir,tutuklu
2020,Agustos,29,Cumartesi,1380.0,35.0,,51.0,,Turkmenistan,Istanbul,sevgili,atesli silah,ev,,hayir,intihar
2020,Agustos,29,Cumartesi,,36.0,,,,Turkiye,Denizli,eski es,kesici alet,isyeri,bosanma/ayrilma,hayir,tutuklu
2020,Agustos,29,Cumartesi,1080.0,37.0,,,,Turkiye,Istanbul,sevgili,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2020,Agustos,31,Pazartesi,180.0,32.0,isci,41.0,,Turkiye,Kutahya,komsu,atesli silah,sokak,borc/alacak,hayir,tutuklu
2020,Agustos,31,Pazartesi,,,saglik personeli,,gardiyan,Turkiye,Van,tanidik,atesli silah,arac,gecimsizlik,hayir,tutuklu
2020,Agustos,31,Pazartesi,,50.0,isci,75.0,,Turkiye,Mardin,akraba,atesli silah,kirsal alan,,hayir,kacak
2020,Temmuz,1,Carsamba,390.0,21.0,,26.0,,Turkiye,Trabzon,es,atesli silah,sokak,kiskanclik,hayir,tutuklu
2020,Temmuz,3,Cuma,,22.0,,30.0,,Turkiye,Nigde,eski es,kesici alet,sokak,gecimsizlik,hayir,tutuklu
2020,Temmuz,4,Cumartesi,1070.0,25.0,,28.0,,Turkiye,Trabzon,es,kesici alet,ev,gecimsizlik,hayir,intihar
2020,Temmuz,5,Pazar,,28.0,isci,30.0,,Turkiye,Kayseri,es,yuksekten atma,ev,gecimsizlik,hayir,tutuklu
2020,Temmuz,6,Pazartesi,,27.0,,31.0,,Turkiye,Bingol,es,atesli silah,ev,kiskanclik,hayir,tutuklu
2020,Temmuz,8,Carsamba,,23.0,,29.0,,Turkiye,Istanbul,eski es,atesli silah,sokak,psikolojik sorunlar,hayir,tutuklu
2020,Temmuz,10,Cuma,1230.0,28.0,,30.0,isci,Yabanci,Konya,es,atesli silah,sokak,gecimsizlik,hayir,intihar
2020,Temmuz,11,Cumartesi,,40.0,esnaf,34.0,,Turkiye,Sakarya,es,atesli silah,otel,gecimsizlik,hayir,intihar
2020,Temmuz,14,Sali,180.0,40.0,,52.0,,Turkiye,Istanbul,es,kesici alet,ev,kiskanclik,hayir,tutuklu
2020,Temmuz,16,Persembe,,27.0,,32.0,,Turkiye,Mugla,eski sevgili,bogma,kirsal alan,bosanma/ayrilma,hayir,tutuklu
2020,Temmuz,18,Cumartesi,,28.0,,33.0,,Turkiye,Diyarbakir,es,atesli silah,sokak,gecimsizlik,hayir,kacak
2020,Temmuz,21,Sali,,64.0,,35.0,,Turkiye,Antalya,ogul,atesli silah,ev,gecimsizlik,hayir,tutuklu
2020,Temmuz,22,Carsamba,60.0,30.0,,37.0,,Turkiye,Istanbul,es,bogma,ev,bosanma/ayrilma,hayir,tutuklu
2020,Temmuz,22,Carsamba,1320.0,19.0,,21.0,,Turkiye,Kutahya,es,atesli silah,sokak,bosanma/ayrilma,hayir,tutuklu
2020,Temmuz,22,Carsamba,,34.0,,22.0,,Turkiye,Diyarbakir,es,atesli silah,ev,psikolojik sorunlar,hayir,kacak
2020,Temmuz,25,Cumartesi,,31.0,,67.0,,Turkiye,Bartin,akraba,atesli silah,sokak,,hayir,tutuklu
2020,Temmuz,27,Pazartesi,,29.0,,30.0,isci,Turkiye,Mersin,es,atesli silah,ev,bosanma/ayrilma,evet,tutuklu
2020,Temmuz,27,Pazartesi,,51.0,,30.0,isci,Turkiye,Mersin,damat,atesli silah,ev,bosanma/ayrilma,evet,tutuklu
2020,Temmuz,29,Carsamba,1380.0,33.0,,33.0,,Turkiye,Istanbul,es,atesli silah,kirsal alan,bosanma/ayrilma,hayir,tutuklu
2020,Temmuz,30,Persembe,,28.0,,34.0,,Turkiye,Nigde,es,atesli silah,ev,,hayir,tutuklu
2020,Temmuz,30,Persembe,930.0,20.0,,22.0,,Turkiye,Ankara,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2020,Temmuz,31,Cuma,,24.0,,,,Turkiye,Sivas,tanidik,atesli silah,ev,kiskanclik,evet,tutuklu
2020,Haziran,3,Carsamba,900.0,,,,,Ozbekistan,Istanbul,es,bogma,sokak,gecimsizlik,hayir,tutuklu
2020,Haziran,5,Cuma,,36.0,saglik personeli,29.0,,Turkiye,Istanbul,tanidik,kesici alet,hastane,psikolojik sorunlar,hayir,tutuklu
2020,Haziran,5,Cuma,,46.0,kuafor,,kuafor,Moldova,Ankara,tanidik,atesli silah,sokak,gecimsizlik,hayir,tutuklu
2020,Haziran,6,Cumartesi,1140.0,44.0,ev hanimi,35.0,,Turkiye,Konya,sevgili,atesli silah,sokak,kiskanclik,hayir,tutuklu
2020,Haziran,7,Pazar,,24.0,,,,Turkiye,Kahramanmaras,eski es,kesici alet,ev,kiskanclik,hayir,tutuklu
2020,Haziran,7,Pazar,,,,,,Turkiye,Izmir,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Haziran,10,Carsamba,1320.0,34.0,,40.0,,Turkiye,Elazig,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2020,Haziran,12,Cuma,570.0,39.0,ev hanimi,41.0,,Turkiye,Istanbul,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2020,Haziran,12,Cuma,,31.0,ev hanimi,42.0,issiz,Turkiye,Denizli,es,atesli silah,ev,psikolojik sorunlar,hayir,intihar
2020,Haziran,12,Cuma,,,,,emekli ,Turkiye,Aydin,es,atesli silah,,,hayir,intihar
2020,Haziran,13,Cumartesi,810.0,41.0,ev hanimi,,,Turkiye,Bursa,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2020,Haziran,15,Pazartesi,780.0,,,37.0,,Turkiye,Manisa,akraba,kesici alet,ev,kiskanclik,hayir,tutuklu
2020,Haziran,17,Carsamba,,20.0,ogrenci,63.0,,Turkiye,Elazig,baba,atesli silah,ev,gecimsizlik,hayir,intihar
2020,Haziran,20,Cumartesi,810.0,36.0,ev hanimi,49.0,,Turkiye,Istanbul,dini nikahli es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2020,Haziran,22,Pazartesi,,52.0,ev hanimi,54.0,,Turkiye,Giresun,es,kesici alet,ev,gecimsizlik,hayir,intihar
2020,Haziran,22,Pazartesi,1380.0,32.0,,34.0,,Turkiye,Ordu,es,atesli silah,ev,,hayir,tutuklu
2020,Haziran,26,Cuma,,,,,,Turkiye,Sanliurfa,dini nikahli es,atesli silah,sokak,bosanma/ayrilma,hayir,tutuklu
2020,Haziran,30,Sali,,22.0,,40.0,,Turkiye,Adana,baba,atesli silah,ev,gecimsizlik,evet,intihar
2020,Haziran,30,Sali,,20.0,,40.0,,Turkiye,Adana,baba,atesli silah,ev,gecimsizlik,evet,intihar
2020,Mayis,2,Cumartesi,,50.0,,51.0,,Turkiye,Rize,tanidik,atesli silah,sokak,mal/miras,evet,intihar
2020,Mayis,2,Cumartesi,,,,51.0,,Turkiye,Rize,tanidik,atesli silah,sokak,mal/miras,evet,intihar
2020,Mayis,5,Sali,660.0,68.0,ev hanimi,70.0,,Turkiye,Istanbul,es,kesici alet,ev,,hayir,intihar
2020,Mayis,8,Cuma,840.0,59.0,,65.0,emekli,Turkiye,Sivas,es,atesli silah,ev,kiskanclik,hayir,tutuklu
2020,Mayis,9,Cumartesi,1320.0,29.0,,42.0,asker,Turkiye,Erzurum,eski es,atesli silah,ev,kiskanclik,evet,tutuklu
2020,Mayis,15,Cuma,930.0,23.0,ev hanimi,,,Turkiye,Aksaray,eski es,kesici alet,ev,kiskanclik,hayir,tutuklu
2020,Mayis,17,Pazar,160.0,44.0,isci,,,Turkiye,Canakkale,eski es,kesici alet,sokak,bosanma/ayrilma,hayir,tutuklu
2020,Mayis,18,Pazartesi,,40.0,,,,Turkiye,Istanbul,tanidik,atesli silah,ev,kiskanclik,hayir,tutuklu
2020,Mayis,20,Carsamba,,35.0,,,,Turkiye,Kars,tanidik,atesli silah,sokak,mal/miras,hayir,tutuklu
2020,Mayis,23,Cumartesi,600.0,,,51.0,,Turkiye,Ankara,es,atesli silah,sokak,kiskanclik,hayir,intihar ve tutuklu
2020,Mayis,23,Cumartesi,,71.0,ev hanimi,44.0,asker,Turkiye,Isparta,ogul,kesici alet,ev,gecimsizlik,evet,tutuklu
2020,Mayis,24,Pazar,,25.0,,26.0,sporcu,Turkiye,Mugla,sevgili,kesici alet,ev,kiskanclik,hayir,tutuklu
2020,Mayis,25,Pazartesi,,45.0,,40.0,isci,Turkiye,Bartin,komsu,atesli silah,ev,psikolojik sorunlar,evet,intihar ve tutuklu
2020,Mayis,25,Pazartesi,,60.0,,40.0,isci,Turkiye,Bartin,komsu,atesli silah,ev,psikolojik sorunlar,evet,intihar ve tutuklu
2020,Mayis,25,Pazartesi,,61.0,ev hanimi,,,Turkiye,Edirne,komsu,kesici alet,ev,gecimsizlik,hayir,tutuklu
2020,Mayis,28,Persembe,,22.0,isci,25.0,isci,Turkiye,Manisa,sevgili,atesli silah,sokak,kiskanclik,hayir,tutuklu
2020,Mayis,29,Cuma,,53.0,,52.0,,Turkiye,Rize,es,kesici alet,ev,borc/alacak,hayir,tutuklu
2020,Mayis,29,Cuma,,,,,,Turkiye,Diyarbakir,es,atesli silah,ev,psikolojik sorunlar,hayir,tutuklu
2020,Mayis,31,Pazar,,55.0,,24.0,,Turkiye,Mersin,tanidik,atesli silah,sokak,kazara,hayir,tutuklu
2020,Nisan,1,Carsamba,900.0,28.0,esnaf,32.0,oto tamircisi,Turkiye,Izmir,komsu,kesici alet,ev,gecimsizlik,hayir,intihar
2020,Nisan,1,Carsamba,,31.0,,,,Turkiye,Karabuk,ogul,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2020,Nisan,1,Carsamba,,43.0,,49.0,,Turkiye,Aydin,eski es,bogma,ev,mal/miras,hayir,tutuklu
